date_created,company_name,company_number,status,cohort,postcode,company_type,sic_codes,registered_office
1990-06-07,CJJ HOLDINGS LIMITED,NI024553,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': '43 Lockview Road', 'locality': 'Belfast', 'postal_code': 'BT9 5FJ', 'region': 'Co Antrim'}"
1990-06-07,CJJ HOLDINGS LIMITED,NI024553,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': '43 Lockview Road', 'locality': 'Belfast', 'postal_code': 'BT9 5FJ', 'region': 'Co Antrim'}"
1990-06-01,JH INDUSTRIAL CLEANING SERVICES LIMITED,NI024532,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,96090,"{'address_line_1': 'Waterfront Plaza', 'address_line_2': '8 Laganbank Road', 'locality': 'Belfast', 'postal_code': 'BT1 3LR'}"
1990-06-01,JH INDUSTRIAL CLEANING SERVICES LIMITED,NI024532,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,96090,"{'address_line_1': 'Waterfront Plaza', 'address_line_2': '8 Laganbank Road', 'locality': 'Belfast', 'postal_code': 'BT1 3LR'}"
1990-05-29,KAREN MORTLOCK TRUST-THE,NI024511,dissolved,Wincham – Greenfield Farm,CW12 4TR,private-limited-guarant-nsc-limited-exemption,88990,"{'address_line_1': '20 Rosemary Street', 'locality': 'Belfast', 'postal_code': 'BT1 1QD', 'region': 'Co Antrim', 'country': 'Northern Ireland'}"
1990-05-29,KAREN MORTLOCK TRUST-THE,NI024511,dissolved,Adrem – Albert Chambers,CW12 4AA,private-limited-guarant-nsc-limited-exemption,88990,"{'address_line_1': '20 Rosemary Street', 'locality': 'Belfast', 'postal_code': 'BT1 1QD', 'region': 'Co Antrim', 'country': 'Northern Ireland'}"
1990-05-14,VISION ENTERTAINMENT IRELAND LIMITED,NI024477,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,,"{'address_line_1': 'First Floor,Suite 1 Benmore House', 'address_line_2': '343/353 Lisburn Road', 'locality': 'Belfast', 'postal_code': 'BT9 7EP'}"
1990-05-14,ABBEY LUMBER (U.K) LIMITED,NI024470,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,46730,"{'address_line_1': 'Forsyth House', 'address_line_2': 'Cromac Square', 'locality': 'Belfast', 'postal_code': 'BT2 8LA', 'region': 'Co Antrim'}"
1990-05-14,VISION ENTERTAINMENT IRELAND LIMITED,NI024477,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,,"{'address_line_1': 'First Floor,Suite 1 Benmore House', 'address_line_2': '343/353 Lisburn Road', 'locality': 'Belfast', 'postal_code': 'BT9 7EP'}"
1990-05-14,ABBEY LUMBER (U.K) LIMITED,NI024470,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,46730,"{'address_line_1': 'Forsyth House', 'address_line_2': 'Cromac Square', 'locality': 'Belfast', 'postal_code': 'BT2 8LA', 'region': 'Co Antrim'}"
1990-05-02,PROCON ENTERPRISES LIMITED,NI024430,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': 'Winton', 'address_line_2': '8 Donegall Drive', 'locality': 'Whitehead', 'postal_code': 'BT38 9LT', 'region': 'Co Antrim'}"
1990-05-02,BELFAST DRAIN CLEARANCE SERVICES LIMITED,NI024431,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,82990,"{'address_line_1': ""9 Gibson's Lane"", 'locality': 'Newtownards', 'postal_code': 'BT23 4LJ', 'region': 'Co Down'}"
1990-05-02,PROCON ENTERPRISES LIMITED,NI024430,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': 'Winton', 'address_line_2': '8 Donegall Drive', 'locality': 'Whitehead', 'postal_code': 'BT38 9LT', 'region': 'Co Antrim'}"
1990-05-02,BELFAST DRAIN CLEARANCE SERVICES LIMITED,NI024431,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,82990,"{'address_line_1': ""9 Gibson's Lane"", 'locality': 'Newtownards', 'postal_code': 'BT23 4LJ', 'region': 'Co Down'}"
1990-04-26,ULSTER MAPLE LEAF TRAVEL LIMITED,NI024402,liquidation,Wincham – Greenfield Farm,CW12 4TR,ltd,,"{'address_line_1': '41,High Street,', 'address_line_2': 'Belfast', 'postal_code': 'BT1 2AB'}"
1990-04-26,ULSTER MAPLE LEAF TRAVEL LIMITED,NI024402,liquidation,Adrem – Albert Chambers,CW12 4AA,ltd,,"{'address_line_1': '41,High Street,', 'address_line_2': 'Belfast', 'postal_code': 'BT1 2AB'}"
1989-11-30,SELECT FRAMES & GLASS LTD,NI023347,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,43290,"{'address_line_1': 'Unit A1 Boucher Business Studios', 'address_line_2': 'Glenmachan Place', 'locality': 'Belfast', 'postal_code': 'BT12 6QH', 'region': 'Antrim'}"
1989-11-30,SELECT FRAMES & GLASS LTD,NI023347,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,43290,"{'address_line_1': 'Unit A1 Boucher Business Studios', 'address_line_2': 'Glenmachan Place', 'locality': 'Belfast', 'postal_code': 'BT12 6QH', 'region': 'Antrim'}"
1989-11-22,TREETOPS SECURITIES LIMITED,NI023318,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,68209,"{'address_line_1': 'Aisling House', 'address_line_2': '50 Stranmillis Embankment', 'locality': 'Belfast', 'postal_code': 'BT9 5FL'}"
1989-11-22,TREETOPS SECURITIES LIMITED,NI023318,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,68209,"{'address_line_1': 'Aisling House', 'address_line_2': '50 Stranmillis Embankment', 'locality': 'Belfast', 'postal_code': 'BT9 5FL'}"
1989-11-20,BEN MADIGAN HOUSING DEVELOPMENT LTD,NI023291,receivership,Wincham – Greenfield Farm,CW12 4TR,ltd,7487,"{'address_line_1': 'C/O Dnt Chartered Accountants Ormeau House', 'address_line_2': '91-97 Ormeau Road', 'locality': 'Belfast', 'postal_code': 'BT7 1SH', 'region': 'Co Antrim'}"
1989-11-20,BEN MADIGAN HOUSING DEVELOPMENT LTD,NI023291,receivership,Adrem – Albert Chambers,CW12 4AA,ltd,7487,"{'address_line_1': 'C/O Dnt Chartered Accountants Ormeau House', 'address_line_2': '91-97 Ormeau Road', 'locality': 'Belfast', 'postal_code': 'BT7 1SH', 'region': 'Co Antrim'}"
1989-10-06,NORTH DOWN FRUIT & VEGETABLE CO. LTD.,NI023141,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': 'Unit 7 Blackstaff Road', 'locality': 'Belfast', 'postal_code': 'BT11 9DT', 'country': 'Northern Ireland'}"
1989-10-06,NORTH DOWN FRUIT & VEGETABLE CO. LTD.,NI023141,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': 'Unit 7 Blackstaff Road', 'locality': 'Belfast', 'postal_code': 'BT11 9DT', 'country': 'Northern Ireland'}"
1989-07-06,DON SUNG DEVELOPMENTS LIMITED,NI022871,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,68209,"{'address_line_1': '18 Bachelors Walk', 'address_line_2': 'Lisburn', 'locality': 'Co Antrim', 'postal_code': 'BT28 1XJ'}"
1989-07-06,DON SUNG DEVELOPMENTS LIMITED,NI022871,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,68209,"{'address_line_1': '18 Bachelors Walk', 'address_line_2': 'Lisburn', 'locality': 'Co Antrim', 'postal_code': 'BT28 1XJ'}"
1989-06-28,DENADA (NI) LIMITED,NI022846,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': 'Airport Road West', 'address_line_2': 'Sydenham', 'locality': 'Belfast', 'postal_code': 'BT3 9ED', 'region': 'Northern Ireland'}"
1989-06-28,DENADA (NI) LIMITED,NI022846,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': 'Airport Road West', 'address_line_2': 'Sydenham', 'locality': 'Belfast', 'postal_code': 'BT3 9ED', 'region': 'Northern Ireland'}"
1989-06-21,SAINTFIELD PROPERTIES LIMITED,NI022818,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,68100,"{'address_line_1': '14 Lisburn Street', 'locality': 'Hillsborough', 'postal_code': 'BT26 6AB'}"
1989-06-21,SAINTFIELD PROPERTIES LIMITED,NI022818,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,68100,"{'address_line_1': '14 Lisburn Street', 'locality': 'Hillsborough', 'postal_code': 'BT26 6AB'}"
1989-05-10,JC PROPERTY AND MAINTENANCE SERVICES (NI) LIMITED,NI022683,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,81210,"{'address_line_1': '7 Clarendon Road', 'address_line_2': 'Clarendon Dock', 'locality': 'Belfast', 'postal_code': 'BT1 3BG', 'region': 'Co Antrim'}"
1989-05-10,MANET INVESTMENTS LIMITED,NI022697,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,70100,"{'address_line_1': 'Dax House', 'address_line_2': '22 Howard Street', 'locality': 'Belfast', 'postal_code': 'BT1 6PA'}"
1989-05-10,MARLIN INVESTMENTS LIMITED,NI022699,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': '20 Rosemary Street', 'locality': 'Belfast', 'postal_code': 'BT1 1QD', 'country': 'Northern Ireland'}"
1989-05-10,JC PROPERTY AND MAINTENANCE SERVICES (NI) LIMITED,NI022683,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,81210,"{'address_line_1': '7 Clarendon Road', 'address_line_2': 'Clarendon Dock', 'locality': 'Belfast', 'postal_code': 'BT1 3BG', 'region': 'Co Antrim'}"
1989-05-10,MANET INVESTMENTS LIMITED,NI022697,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,70100,"{'address_line_1': 'Dax House', 'address_line_2': '22 Howard Street', 'locality': 'Belfast', 'postal_code': 'BT1 6PA'}"
1989-05-10,MARLIN INVESTMENTS LIMITED,NI022699,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': '20 Rosemary Street', 'locality': 'Belfast', 'postal_code': 'BT1 1QD', 'country': 'Northern Ireland'}"
1989-04-28,KEADY BUSINESS CENTRE LIMITED,NI022630,dissolved,Wincham – Greenfield Farm,CW12 4TR,private-limited-guarant-nsc,68209,"{'address_line_1': '2 Loughgall Road', 'locality': 'Armagh', 'postal_code': 'BT61 7NH', 'region': 'County Armagh'}"
1989-04-28,KEADY BUSINESS CENTRE LIMITED,NI022630,dissolved,Adrem – Albert Chambers,CW12 4AA,private-limited-guarant-nsc,68209,"{'address_line_1': '2 Loughgall Road', 'locality': 'Armagh', 'postal_code': 'BT61 7NH', 'region': 'County Armagh'}"
1989-04-25,FAXIT LIMITED,NI022612,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': '222 Upper Newtownards Road', 'address_line_2': 'Belfast', 'postal_code': 'BT4 3ET'}"
1989-04-25,ULSTER BANK COMMERCIAL SERVICES (N.I.) LIMITED,NI022623,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,66190,"{'address_line_1': '2 Donegall Square West', 'locality': 'Belfast', 'postal_code': 'BT2 7GP'}"
1989-04-25,FAXIT LIMITED,NI022612,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': '222 Upper Newtownards Road', 'address_line_2': 'Belfast', 'postal_code': 'BT4 3ET'}"
1989-04-25,ULSTER BANK COMMERCIAL SERVICES (N.I.) LIMITED,NI022623,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,66190,"{'address_line_1': '2 Donegall Square West', 'locality': 'Belfast', 'postal_code': 'BT2 7GP'}"
1989-04-13,GLENKEEL INVESTMENTS LIMITED,NI022557,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': 'Newpark', 'address_line_2': '65 Greystone Road', 'locality': 'Antrim', 'postal_code': 'BT41 2QN'}"
1989-04-13,CONSTRUCTION ENGINEERING LIMITED,NI022564,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': '5 Blackwater Road', 'address_line_2': 'Mallusk', 'locality': 'Newtownabbey', 'postal_code': 'BT36 4TZ', 'region': 'Co. Antrim'}"
1989-04-13,GLENKEEL INVESTMENTS LIMITED,NI022557,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': 'Newpark', 'address_line_2': '65 Greystone Road', 'locality': 'Antrim', 'postal_code': 'BT41 2QN'}"
1989-04-13,CONSTRUCTION ENGINEERING LIMITED,NI022564,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': '5 Blackwater Road', 'address_line_2': 'Mallusk', 'locality': 'Newtownabbey', 'postal_code': 'BT36 4TZ', 'region': 'Co. Antrim'}"
1989-03-23,FLETCHER RESIDENTIAL DEVELOPMENTS NI LIMITED,NI022501,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,41100,"{'address_line_1': 'Lindsay House', 'address_line_2': '10 Callender Street', 'locality': 'Belfast', 'postal_code': 'BT1 5BN', 'region': 'Antrim'}"
1989-03-23,FLETCHER RESIDENTIAL DEVELOPMENTS NI LIMITED,NI022501,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,41100,"{'address_line_1': 'Lindsay House', 'address_line_2': '10 Callender Street', 'locality': 'Belfast', 'postal_code': 'BT1 5BN', 'region': 'Antrim'}"
1989-03-07,CARL STUART (N.I.) LIMITED,NI022429,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,46180,"{'address_line_1': 'Unit 33 , Valley Business Centre', 'address_line_2': '67 Church Road', 'locality': 'Newtownabbey', 'postal_code': 'BT36 7LS', 'region': 'Co.Antrim'}"
1989-03-07,CARL STUART (N.I.) LIMITED,NI022429,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,46180,"{'address_line_1': 'Unit 33 , Valley Business Centre', 'address_line_2': '67 Church Road', 'locality': 'Newtownabbey', 'postal_code': 'BT36 7LS', 'region': 'Co.Antrim'}"
1989-02-02,AIR-VENDING (N.I.) LIMITED,NI022323,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,96090,"{'address_line_1': 'Unit 3 Cido Business Complex Carn Drive', 'address_line_2': 'Carn Industrial Area', 'locality': 'Portadown', 'postal_code': 'BT63 5WH', 'region': 'County Armagh'}"
1989-02-02,AIR-VENDING (N.I.) LIMITED,NI022323,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,96090,"{'address_line_1': 'Unit 3 Cido Business Complex Carn Drive', 'address_line_2': 'Carn Industrial Area', 'locality': 'Portadown', 'postal_code': 'BT63 5WH', 'region': 'County Armagh'}"
1989-01-05,LAVELLE TRANSPORT & STORAGE LTD,NI022287,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,49410,"{'address_line_1': '80 New Road', 'address_line_2': 'Tullydonnell', 'locality': 'Silverbridge', 'postal_code': 'BT35 9LR', 'region': 'Newry'}"
1989-01-05,LAVELLE TRANSPORT & STORAGE LTD,NI022287,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,49410,"{'address_line_1': '80 New Road', 'address_line_2': 'Tullydonnell', 'locality': 'Silverbridge', 'postal_code': 'BT35 9LR', 'region': 'Newry'}"
1988-10-26,RAVENHILL NURSING HOME LIMITED,NI022061,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,86102 | 87100,"{'address_line_1': '17 Clarendon Road', 'address_line_2': 'Clarendon Dock', 'locality': 'Belfast', 'postal_code': 'BT1 3BG'}"
1988-10-26,RAVENHILL NURSING HOME LIMITED,NI022061,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,86102 | 87100,"{'address_line_1': '17 Clarendon Road', 'address_line_2': 'Clarendon Dock', 'locality': 'Belfast', 'postal_code': 'BT1 3BG'}"
1988-10-12,RAMS (N.I.) LIMITED,NI022025,dissolved,Wincham – Greenfield Farm,CW12 4TR,private-limited-guarant-nsc,86900,"{'address_line_1': 'Unit 94/95', 'address_line_2': 'City Business Park', 'locality': 'Dunmurry', 'postal_code': 'BT17 9HU', 'region': 'Belfast'}"
1988-10-12,RAMS (N.I.) LIMITED,NI022025,dissolved,Adrem – Albert Chambers,CW12 4AA,private-limited-guarant-nsc,86900,"{'address_line_1': 'Unit 94/95', 'address_line_2': 'City Business Park', 'locality': 'Dunmurry', 'postal_code': 'BT17 9HU', 'region': 'Belfast'}"
1988-10-03,PHIBETA BUSINESS SYSTEMS LIMITED,NI021982,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,99999,"{'address_line_1': 'Lindsay House', 'address_line_2': '10 Callender Street', 'locality': 'Belfast', 'postal_code': 'BT1 5BN'}"
1988-10-03,PHIBETA BUSINESS SYSTEMS LIMITED,NI021982,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,99999,"{'address_line_1': 'Lindsay House', 'address_line_2': '10 Callender Street', 'locality': 'Belfast', 'postal_code': 'BT1 5BN'}"
1988-09-30,ARMAGH HYDRAULICS LIMITED,NI021965,liquidation,Wincham – Greenfield Farm,CW12 4TR,ltd,,"{'address_line_1': '26 The Square', 'address_line_2': 'Moy', 'locality': 'Dungannon', 'postal_code': 'BT71 5SG'}"
1988-09-30,ARMAGH HYDRAULICS LIMITED,NI021965,liquidation,Adrem – Albert Chambers,CW12 4AA,ltd,,"{'address_line_1': '26 The Square', 'address_line_2': 'Moy', 'locality': 'Dungannon', 'postal_code': 'BT71 5SG'}"
1988-09-14,WIDEOAK DEVELOPMENTS LIMITED,NI021926,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,41100,"{'address_line_1': 'Waterford House', 'address_line_2': '32 Lodge Road', 'locality': 'Coleraine', 'postal_code': 'BT52 1NB'}"
1988-09-14,WIDEOAK DEVELOPMENTS LIMITED,NI021926,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,41100,"{'address_line_1': 'Waterford House', 'address_line_2': '32 Lodge Road', 'locality': 'Coleraine', 'postal_code': 'BT52 1NB'}"
1988-07-22,HOUSE OF BRINDLE LIMITED,NI021789,dissolved,Wincham – Greenfield Farm,CW12 4TR,ltd,47710 | 56102,"{'address_line_1': 'Rsm Mcclure Watters Number One', 'address_line_2': 'Lanyon Quay', 'locality': 'Belfast', 'postal_code': 'BT1 3LG'}"
1988-07-22,HOUSE OF BRINDLE LIMITED,NI021789,dissolved,Adrem – Albert Chambers,CW12 4AA,ltd,47710 | 56102,"{'address_line_1': 'Rsm Mcclure Watters Number One', 'address_line_2': 'Lanyon Quay', 'locality': 'Belfast', 'postal_code': 'BT1 3LG'}"
